"","G","rho","var_entry_day","var_RLS","PopSize","assortative","iter","var_env_entry","var_env_RLS","OMEGA","Nc","meanK","varK","S","Ne","Ne_N","Nm","Nf","sex_ratio","mean_entry_day","sd_entry_day","mean_RLS","sd_RLS","Nb","breeders","sim"
"3141",0,-0.3,20,20,"variable",TRUE,1,20,1,2,500,2.676,6.291607,669,331.7504,0.6635008,250,250,1,10.324,4.455415,6.506,4.113369,331.7504,381,"AM"
"3142",1,-0.3,20,20,"variable",TRUE,1,20,1,2,669,1.605381,3.18536,537,413.9703,0.6187896,341,328,1.039634,9.55157,4.590975,6.895366,4.211596,413.9703,419,"AM"
"3143",2,-0.3,20,20,"variable",TRUE,1,20,1,2,537,1.959032,4.871453,526,304.728,0.5674638,274,263,1.041825,12.86406,5.134584,7.167598,4.371489,304.728,353,"AM"
"3144",3,-0.3,20,20,"variable",TRUE,1,20,1,2,526,0.6425856,1.525345,169,166.638,0.3168022,279,247,1.129555,15.70722,5.276888,7.231939,4.312044,166.638,163,"AM"
"3145",4,-0.3,20,20,"variable",TRUE,1,20,1,2,169,2.177515,4.837349,184,107.6783,0.6371495,86,83,1.036145,10.95858,4.534727,8.147929,4.766764,107.6783,126,"AM"
"3146",5,-0.3,20,20,"variable",TRUE,1,20,1,2,184,2.456522,4.435258,226,137.9511,0.7497344,93,91,1.021978,10.41304,4.625073,7.668478,4.836551,137.9511,147,"AM"
"3147",6,-0.3,20,20,"variable",TRUE,1,20,1,2,226,2.433628,5.58002,275,147.0545,0.6506837,117,109,1.073394,9.982301,4.488964,8.318584,4.713603,147.0545,181,"AM"
"3148",7,-0.3,20,20,"variable",TRUE,1,20,1,2,275,2.290909,4.995355,315,180.9057,0.657839,146,129,1.131783,10.94182,4.777177,7.676364,4.597761,180.9057,214,"AM"
"3149",8,-0.3,20,20,"variable",TRUE,1,20,1,2,315,1.650794,4.368112,260,157.1191,0.4987908,161,154,1.045455,10.87302,4.835155,7.222222,4.346623,157.1191,177,"AM"
"3150",9,-0.3,20,20,"variable",TRUE,1,20,1,2,260,1.930769,4.195961,251,161.0837,0.6195528,123,137,0.8978102,8.123077,4.5356,7.826923,4.974534,161.0837,173,"AM"
"3151",10,-0.3,20,20,"variable",TRUE,1,20,1,2,251,2.414343,5.387633,303,165.6676,0.6600304,123,128,0.9609375,11.21116,4.820709,7.231076,4.411167,165.6676,191,"AM"
"3152",11,-0.3,20,20,"variable",TRUE,1,20,1,2,303,NA,NA,NA,NA,NA,150,153,0.9803922,10.41914,4.910379,7.214521,4.462892,NA,NA,"AM"
"3153",0,-0.3,20,20,"variable",TRUE,10,20,1,2,500,2.728,5.304625,682,370.8635,0.7417269,250,250,1,9.702,4.260222,6.314,3.903573,370.8635,408,"AM"
"3154",1,-0.3,20,20,"variable",TRUE,10,20,1,2,682,2.504399,5.254753,854,473.5458,0.6943487,336,346,0.9710983,9.414956,4.703167,7.196481,4.509033,473.5458,530,"AM"
"3155",2,-0.3,20,20,"variable",TRUE,10,20,1,2,854,1.98829,4.529757,849,519.209,0.607973,414,440,0.9409091,9.087822,4.73846,7.388759,4.581288,519.209,581,"AM"
"3156",3,-0.3,20,20,"variable",TRUE,10,20,1,2,849,1.722026,3.976885,731,481.618,0.5672768,426,423,1.007092,11.3404,5.24074,7.819788,4.684558,481.618,535,"AM"
"3157",4,-0.3,20,20,"variable",TRUE,10,20,1,2,731,2.399453,5.193644,877,491.5874,0.6724862,364,367,0.9918256,14.81806,5.022525,6.772914,4.207349,491.5874,562,"AM"
"3158",5,-0.3,20,20,"variable",TRUE,10,20,1,2,877,1.979475,4.695925,868,517.3365,0.5898934,425,452,0.9402655,13.83808,5.094653,6.735462,4.12679,517.3365,576,"AM"
"3159",6,-0.3,20,20,"variable",TRUE,10,20,1,2,868,1.481567,3.557907,643,445.367,0.5130956,416,452,0.920354,16.22926,5.342629,6.917051,4.31943,445.367,493,"AM"
"3160",7,-0.3,20,20,"variable",TRUE,10,20,1,2,643,2.513219,4.807847,808,471.07,0.7326127,307,336,0.9136905,12.95023,5.239499,7.623639,4.541419,471.07,518,"AM"
"3161",8,-0.3,20,20,"variable",TRUE,10,20,1,2,808,2.022277,4.552167,817,498.5813,0.617056,396,412,0.961165,13.5099,5.205078,7.684406,4.505335,498.5813,556,"AM"
"3162",9,-0.3,20,20,"variable",TRUE,10,20,1,2,817,1.801714,4.254752,736,464.7168,0.5688089,417,400,1.0425,11.89718,5.166986,7.44798,4.726339,464.7168,529,"AM"
"3163",10,-0.3,20,20,"variable",TRUE,10,20,1,2,736,2.410326,5.455893,887,482.3244,0.6553321,361,375,0.9626667,9.915761,4.99752,7.862772,4.734752,482.3244,552,"AM"
"3164",11,-0.3,20,20,"variable",TRUE,10,20,1,2,887,NA,NA,NA,NA,NA,469,418,1.12201,10.15671,4.567677,7.694476,4.468627,NA,NA,"AM"
"3165",0,-0.3,20,20,"variable",TRUE,100,20,1,2,500,2.98,6.516633,745,357.1095,0.7142189,250,250,1,10.426,4.456933,6.068,3.950518,357.1095,409,"AM"
"3166",1,-0.3,20,20,"variable",TRUE,100,20,1,2,745,2.595973,5.520683,967,518.9912,0.6966325,362,383,0.9451697,10.09664,4.801579,7.009396,4.373818,518.9912,596,"AM"
"3167",2,-0.3,20,20,"variable",TRUE,100,20,1,2,967,2.486039,5.604101,1202,642.2,0.6641158,474,493,0.9614604,9.511892,4.69743,7.407446,4.570074,642.2,739,"AM"
"3168",3,-0.3,20,20,"variable",TRUE,100,20,1,2,1202,1.995008,4.374663,1199,751.6126,0.6253016,609,593,1.026981,9.28203,4.922665,7.389351,4.384495,751.6126,823,"AM"
"3169",4,-0.3,20,20,"variable",TRUE,100,20,1,2,1199,1.516264,4.039593,909,570.9902,0.476222,603,596,1.011745,11.35279,4.974708,7.328607,4.390433,570.9902,655,"AM"
"3170",5,-0.3,20,20,"variable",TRUE,100,20,1,2,909,1.751375,3.667192,796,558.8225,0.6147662,486,423,1.148936,8.358636,4.603327,7.652365,4.506255,558.8225,599,"AM"
