"","G","rho","var_entry_day","var_RLS","PopSize","assortative","iter","var_env_entry","var_env_RLS","OMEGA","Nc","meanK","varK","S","Ne","Ne_N","Nm","Nf","sex_ratio","mean_entry_day","sd_entry_day","mean_RLS","sd_RLS","Nb","breeders","sim"
"9941",4,0,20,20,"variable",TRUE,82,20,1,2,1243,2.358809,5.204486,1466,821.8303,0.6611668,607,636,0.9544025,9.491553,4.985378,6.71601,3.883234,821.8303,916,"TC"
"9942",5,0,20,20,"variable",TRUE,82,20,1,2,1466,2.638472,5.421427,1934,1046.78,0.7140379,747,719,1.038943,7.784447,4.485995,7.25648,4.169904,1046.78,1165,"TC"
"9943",6,0,20,20,"variable",TRUE,82,20,1,2,1934,1.925543,4.325545,1862,1173.412,0.6067282,964,970,0.9938144,7.638056,4.387387,7.278697,4.156707,1173.412,1304,"TC"
"9944",7,0,20,20,"variable",TRUE,82,20,1,2,1862,2.510204,5.172115,2337,1308.449,0.7027115,953,909,1.048405,10.45005,4.953456,7.245435,3.985656,1308.449,1466,"TC"
"9945",8,0,20,20,"variable",TRUE,82,20,1,2,2337,1.964912,4.432844,2296,1425.062,0.6097825,1228,1109,1.107304,10.87377,4.980345,7.121095,4.052668,1425.062,1621,"TC"
"9946",9,0,20,20,"variable",TRUE,82,20,1,2,2296,2.554878,5.274547,2933,1620.168,0.7056479,1147,1149,0.9982594,8.79007,4.78254,7.640679,4.208745,1620.168,1823,"TC"
"9947",10,0,20,20,"variable",TRUE,82,20,1,2,2933,1.641323,3.6769,2407,1669.947,0.5693649,1495,1438,1.039638,7.899761,4.483505,8.013297,4.322065,1669.947,1800,"TC"
"9948",11,0,20,20,"variable",TRUE,82,20,1,2,2407,NA,NA,NA,NA,NA,1176,1231,0.9553209,6.171998,3.986406,7.760698,4.317326,NA,NA,"TC"
"9949",0,0,20,20,"variable",TRUE,83,20,1,2,500,2.952,6.434565,738,356.7512,0.7135024,250,250,1,10.402,4.476211,5.838,3.481378,356.7512,413,"TC"
"9950",1,0,20,20,"variable",TRUE,83,20,1,2,738,2.186992,5.351689,807,443.5826,0.6010604,355,383,0.926893,9.945799,4.836798,6.414634,3.916205,443.5826,523,"TC"
"9951",2,0,20,20,"variable",TRUE,83,20,1,2,807,2.565056,5.34781,1035,566.5868,0.7020902,405,402,1.007463,12.44114,5.24735,6.400248,3.800176,566.5868,631,"TC"
"9952",3,0,20,20,"variable",TRUE,83,20,1,2,1035,2.434783,5.274998,1260,699.192,0.6755479,525,510,1.029412,12.08213,5.367358,6.968116,4.032022,699.192,797,"TC"
"9953",4,0,20,20,"variable",TRUE,83,20,1,2,1260,1.169841,2.366683,737,671.2506,0.5327386,638,622,1.025723,11.72222,5.103128,7.304762,4.069586,671.2506,639,"TC"
"9954",5,0,20,20,"variable",TRUE,83,20,1,2,737,2.518318,5.592395,928,495.8539,0.6728004,361,376,0.9601064,9.006784,4.717706,6.937585,4.113394,495.8539,573,"TC"
"9955",6,0,20,20,"variable",TRUE,83,20,1,2,928,2.487069,5.290016,1154,638.0605,0.6875652,459,469,0.978678,10.94828,4.846013,7.534483,4.091575,638.0605,750,"TC"
"9956",7,0,20,20,"variable",TRUE,83,20,1,2,1154,2.467938,5.369743,1424,781.0657,0.6768334,576,578,0.9965398,11.83969,5.023565,7.419411,4.005959,781.0657,900,"TC"
"9957",8,0,20,20,"variable",TRUE,83,20,1,2,1424,2.620787,5.624192,1866,990.2356,0.6953902,721,703,1.025605,11.45646,5.153395,7.001404,4.030453,990.2356,1125,"TC"
"9958",9,0,20,20,"variable",TRUE,83,20,1,2,1866,2.378349,5.318437,2219,1227.266,0.6576989,909,957,0.9498433,12.22776,5.056899,7.157556,4.040657,1227.266,1401,"TC"
"9959",10,0,20,20,"variable",TRUE,83,20,1,2,2219,2.240649,5.445218,2486,1353.911,0.6101448,1096,1123,0.9759573,11.09509,5.062145,7.086075,4.04754,1353.911,1580,"TC"
"9960",11,0,20,20,"variable",TRUE,83,20,1,2,2486,NA,NA,NA,NA,NA,1222,1264,0.9667722,12.99879,5.089105,6.86605,3.869938,NA,NA,"TC"
"9961",0,0,20,20,"variable",TRUE,84,20,1,2,500,2.204,4.816016,551,324.5675,0.6491351,250,250,1,10.038,4.245539,6.326,3.789518,324.5675,364,"TC"
"9962",1,0,20,20,"variable",TRUE,84,20,1,2,551,2.642468,5.626484,728,385.5004,0.6996377,272,279,0.9749104,8.553539,4.583006,6.970962,4.034293,385.5004,451,"TC"
"9963",2,0,20,20,"variable",TRUE,84,20,1,2,728,2.53022,5.633198,921,489.8063,0.6728109,376,352,1.068182,9.325549,4.904009,7.142857,3.953851,489.8063,574,"TC"
"9964",3,0,20,20,"variable",TRUE,84,20,1,2,921,2.631922,6.482849,1212,591.4409,0.6421725,456,465,0.9806452,10.42562,5.101274,7.109663,4.174447,591.4409,722,"TC"
"9965",4,0,20,20,"variable",TRUE,84,20,1,2,1212,2.414191,4.873721,1463,851.7403,0.702756,619,593,1.043845,9.604785,4.662843,7.283828,4.134841,851.7403,954,"TC"
"9966",5,0,20,20,"variable",TRUE,84,20,1,2,1463,1.882433,3.964281,1377,920.9041,0.6294628,751,712,1.054775,10.06083,4.919988,6.930964,4.057894,920.9041,1009,"TC"
"9967",6,0,20,20,"variable",TRUE,84,20,1,2,1377,2.499637,5.155705,1721,965.6904,0.7013002,717,660,1.086364,8.027596,4.620712,7.300654,4.129405,965.6904,1082,"TC"
"9968",7,0,20,20,"variable",TRUE,84,20,1,2,1721,2.449739,5.296455,2108,1166.735,0.6779403,862,859,1.003492,8.394538,4.579092,7.506101,4.128333,1166.735,1332,"TC"
"9969",8,0,20,20,"variable",TRUE,84,20,1,2,2108,2.504744,5.157547,2640,1480.98,0.7025523,1047,1061,0.9868049,9.27704,4.727115,7.277514,4.174109,1480.98,1658,"TC"
"9970",9,0,20,20,"variable",TRUE,84,20,1,2,2640,2.567424,5.555134,3389,1816.075,0.6879072,1281,1359,0.9426049,10.27689,4.900394,7.45,4.100453,1816.075,2084,"TC"
"9971",10,0,20,20,"variable",TRUE,84,20,1,2,3389,2.4491,5.117022,4150,2345.096,0.6919729,1743,1646,1.058931,10.04515,4.886555,7.350546,4.150061,2345.096,2646,"TC"
"9972",11,0,20,20,"variable",TRUE,84,20,1,2,4150,NA,NA,NA,NA,NA,2043,2107,0.9696251,10.29518,4.938167,7.215663,4.066392,NA,NA,"TC"
"9973",0,0,20,20,"variable",TRUE,85,20,1,2,500,2.876,6.365355,719,351.1632,0.7023264,250,250,1,10.098,4.486497,5.932,3.457062,351.1632,416,"TC"
"9974",1,0,20,20,"variable",TRUE,85,20,1,2,719,2.211405,4.729619,795,474.0094,0.6592621,361,358,1.00838,10.41029,4.83948,6.527121,3.990801,474.0094,529,"TC"
"9975",2,0,20,20,"variable",TRUE,85,20,1,2,795,1.549686,3.444317,616,443.6787,0.5580865,384,411,0.9343066,12.12704,4.86184,7.172327,3.976852,443.6787,467,"TC"
"9976",3,0,20,20,"variable",TRUE,85,20,1,2,616,2.522727,5.654767,777,412.2992,0.6693169,316,300,1.053333,9.743506,4.675742,7.022727,4.037564,412.2992,488,"TC"
"9977",4,0,20,20,"variable",TRUE,85,20,1,2,777,2.669241,5.523189,1037,554.242,0.7133101,360,417,0.8633094,9.790219,4.922702,7.362934,4.18848,554.242,614,"TC"
"9978",5,0,20,20,"variable",TRUE,85,20,1,2,1037,2.657666,5.711845,1378,723.4305,0.6976186,502,535,0.9383178,10.5487,5.046004,7.36837,4.118102,723.4305,832,"TC"
"9979",6,0,20,20,"variable",TRUE,85,20,1,2,1378,2.345428,5.081755,1616,919.6797,0.6674018,674,704,0.9573864,11.35922,5.093547,7.489115,4.122166,919.6797,1050,"TC"
"9980",7,0,20,20,"variable",TRUE,85,20,1,2,1616,1.681931,3.766262,1359,929.7614,0.5753474,837,779,1.074454,9.646658,4.858445,7.597772,4.163125,929.7614,1015,"TC"
"9981",8,0,20,20,"variable",TRUE,85,20,1,2,1359,2.117734,5.065657,1439,819.4312,0.6029663,652,707,0.9222065,12.44812,5.277575,6.714496,3.824118,819.4312,949,"TC"
"9982",9,0,20,20,"variable",TRUE,85,20,1,2,1439,2.779708,5.680923,2000,1045.661,0.7266578,693,746,0.9289544,10.02919,4.937071,7.087561,4.086254,1045.661,1200,"TC"
"9983",10,0,20,20,"variable",TRUE,85,20,1,2,2000,2.712,6.101107,2712,1368.615,0.6843073,984,1016,0.9685039,10.2065,4.73868,7.3705,4.152451,1368.615,1598,"TC"
"9984",11,0,20,20,"variable",TRUE,85,20,1,2,2712,NA,NA,NA,NA,NA,1349,1363,0.9897285,10.37611,4.86469,7.402655,4.095517,NA,NA,"TC"
"9985",0,0,20,20,"variable",TRUE,86,20,1,2,500,2.34,4.882164,585,340.8831,0.6817661,250,250,1,10.206,4.390686,6.03,3.65456,340.8831,367,"TC"
"9986",1,0,20,20,"variable",TRUE,86,20,1,2,585,2.31453,5.051586,677,386.6078,0.6608681,283,302,0.9370861,12.6906,4.71027,6.682051,3.885533,386.6078,452,"TC"
"9987",2,0,20,20,"variable",TRUE,86,20,1,2,677,2.416544,4.770022,818,481.9425,0.7118796,349,328,1.064024,11.41211,5.032148,6.837518,3.977029,481.9425,536,"TC"
"9988",3,0,20,20,"variable",TRUE,86,20,1,2,818,2.388753,5.900094,977,505.8698,0.6184228,396,422,0.9383886,10.06601,4.991355,7.233496,4.268584,505.8698,608,"TC"
"9989",4,0,20,20,"variable",TRUE,86,20,1,2,977,2.032753,4.701795,993,592.9873,0.6069471,496,481,1.031185,11.81474,5.042998,7.100307,3.973035,592.9873,664,"TC"
"9990",5,0,20,20,"variable",TRUE,86,20,1,2,993,2.362538,5.368434,1173,644.8676,0.6494135,492,501,0.9820359,14.31118,5.163149,6.678751,3.96361,644.8676,731,"TC"
"9991",6,0,20,20,"variable",TRUE,86,20,1,2,1173,2.286445,4.897401,1341,781.7118,0.666421,597,576,1.036458,16.30179,4.949158,6.185848,3.646903,781.7118,878,"TC"
"9992",7,0,20,20,"variable",TRUE,86,20,1,2,1341,2.511559,5.103784,1684,949.8609,0.7083228,648,693,0.9350649,14.86801,5.176413,6.341536,3.716399,949.8609,1060,"TC"
"9993",8,0,20,20,"variable",TRUE,86,20,1,2,1684,2.159145,4.96931,1818,1050.088,0.6235676,858,826,1.038741,14.04691,5.13833,6.478622,3.807475,1050.088,1198,"TC"
"9994",9,0,20,20,"variable",TRUE,86,20,1,2,1818,1.871287,4.139725,1701,1102.635,0.6065102,898,920,0.976087,11.87239,5.056663,6.728273,3.80364,1102.635,1184,"TC"
"9995",10,0,20,20,"variable",TRUE,86,20,1,2,1701,2.493827,6.035991,2121,1083.235,0.6368227,816,885,0.9220339,9.297472,4.67619,7.065256,4.053594,1083.235,1282,"TC"
"9996",11,0,20,20,"variable",TRUE,86,20,1,2,2121,NA,NA,NA,NA,NA,1025,1096,0.935219,11.36351,4.991915,7.396511,4.025598,NA,NA,"TC"
"9997",0,0,20,20,"variable",TRUE,87,20,1,2,500,2.948,6.273844,737,361.1234,0.7222467,250,250,1,10.264,4.299217,6.292,3.513891,361.1234,421,"TC"
"9998",1,0,20,20,"variable",TRUE,87,20,1,2,737,2.339213,5.183691,862,484.3594,0.6572041,371,366,1.013661,10.60244,4.779729,7.24152,4.053147,484.3594,574,"TC"
